date,event_name,venue,gender,match_type,winner,won_by_runs,won_by_wickets,player_of_match,toss_winner,toss_decision,batting_first_team,batting_first_runs,batting_first_wickets,batting_first_overs,batting_second_team,batting_second_runs,batting_second_wickets,batting_second_overs,target_runs,target_overs,file_name
9/23/2021,New Zealand Women tour of England,County Ground,female,ODI,England,,3,HC Knight,England,field,New Zealand,244,8,50,England,245,7,49.3,245,50,1260106.json
9/24/2021,India Women tour of Australia,Ray Mitchell Oval,female,ODI,Australia,,5,BL Mooney,Australia,field,India,274,7,50,Australia,275,5,50,275,50,1263618.json
9/25/2021,ICC Men's Cricket World Cup League 2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),male,ODI,Scotland,,6,MH Cross,Scotland,field,Papua New Guinea,197,10,47.4,Scotland,198,4,43,198,50,1275255.json
9/26/2021,New Zealand Women tour of England,St Lawrence Ground,female,ODI,England,203,,TT Beaumont,New Zealand,field,England,347,5,50,New Zealand,144,10,35.2,348,50,1260107.json
9/26/2021,India Women tour of Australia,Ray Mitchell Oval,female,ODI,India,,2,J Goswami,Australia,bat,Australia,264,9,50,India,266,8,49.3,265,50,1263619.json
9/26/2021,ICC Men's Cricket World Cup League 2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),male,ODI,Oman,110,,Zeeshan Maqsood,Papua New Guinea,field,Oman,250,7,50,Papua New Guinea,140,10,42.2,251,50,1275256.json
9/28/2021,ICC Men's Cricket World Cup League 2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),male,ODI,Scotland,18,,RD Berrington,Scotland,bat,Scotland,273,6,50,Oman,255,9,50,274,50,1275257.json
9/29/2021,ICC Men's Cricket World Cup League 2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),male,ODI,Scotland,,4,MA Leask,Papua New Guinea,bat,Papua New Guinea,226,8,50,Scotland,228,6,48.5,227,50,1275258.json
10/1/2021,ICC Men's Cricket World Cup League 2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),male,ODI,Oman,,3,Khawar Ali,Papua New Guinea,bat,Papua New Guinea,150,10,43.2,Oman,151,7,35.5,151,50,1275259.json
10/2/2021,ICC Men's Cricket World Cup League 2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),male,ODI,,,,,Scotland,bat,Scotland,100,3,23.2,,,,,,,1275260.json
10/5/2021,Ireland Women tour of Zimbabwe,Harare Sports Club,female,ODI,Zimbabwe,,4,M Musonda,Zimbabwe,field,Ireland,253,8,50,Zimbabwe,254,6,43.5,254,50,1281417.json
10/7/2021,Ireland Women tour of Zimbabwe,Harare Sports Club,female,ODI,Ireland,80,,L Paul,Zimbabwe,field,Ireland,286,7,50,Zimbabwe,206,9,50,287,50,1281418.json
10/9/2021,Ireland Women tour of Zimbabwe,Harare Sports Club,female,ODI,Ireland,,8,GH Lewis,Zimbabwe,bat,Zimbabwe,178,10,47,Ireland,179,2,39,179,50,1281419.json
10/11/2021,Ireland Women tour of Zimbabwe,Harare Sports Club,female,ODI,Ireland,85,,A Hunter,Zimbabwe,field,Ireland,312,3,50,Zimbabwe,227,8,50,313,50,1281420.json
11/8/2021,West Indies Women tour of Pakistan,National Stadium,female,ODI,West Indies,45,,DJS Dottin,Pakistan,field,West Indies,253,8,50,Pakistan,208,9,50,254,50,1288209.json
11/11/2021,West Indies Women tour of Pakistan,National Stadium,female,ODI,West Indies,37,,HK Matthews,Pakistan,field,West Indies,153,10,45.4,Pakistan,116,10,39.2,154,50,1288210.json
11/14/2021,West Indies Women tour of Pakistan,National Stadium,female,ODI,West Indies,,6,SR Taylor,West Indies,field,Pakistan,225,7,50,West Indies,226,4,44,226,50,1288211.json
11/15/2021,Bangladesh Women in Zimbabwe ODI Series,Queens Sports Club,female,ODI,Bangladesh,,7,Nahida Akter,Zimbabwe,bat,Zimbabwe,72,10,27.2,Bangladesh,74,3,18.2,73,50,1288322.json
11/21/2021,ICC Women's Cricket World Cup Qualifier,Old Hararians,female,ODI,Bangladesh,,3,Rumana Ahmed,Bangladesh,field,Pakistan,201,7,50,Bangladesh,202,7,49.4,202,50,1286901.json
11/26/2021,Netherlands tour of South Africa,SuperSport Park,male,ODI,,,,,Netherlands,field,South Africa,277,8,50,Netherlands,11,0,2,278,50,1277073.json
11/26/2021,ICC Men's Cricket World Cup League 2,Wanderers Cricket Ground,male,ODI,Namibia,40,,JJ Smit,Oman,field,Namibia,228,10,50,Oman,188,10,46.5,229,50,1290881.json
11/27/2021,ICC Women's Cricket World Cup Qualifier,Sunrise Sports Club,female,ODI,Pakistan,114,,Anam Amin,Zimbabwe,field,Pakistan,195,6,50,Zimbabwe,81,10,26.2,196,50,1286915.json
1/8/2022,Ireland tour of United States of America and West Indies,Sabina Park,male,ODI,West Indies,24,,SSJ Brooks,Ireland,field,West Indies,269,10,48.5,Ireland,245,11,49.1,270,50,1277085.json
1/13/2022,Ireland tour of United States of America and West Indies,Sabina Park,male,ODI,Ireland,,5,AR McBrine,Ireland,field,West Indies,229,10,48,Ireland,168,5,32.3,168,36,1277086.json
1/16/2022,Ireland tour of United States of America and West Indies,Sabina Park,male,ODI,Ireland,,2,AR McBrine,Ireland,field,West Indies,212,10,44.4,Ireland,214,8,44.5,213,50,1277087.json
1/16/2022,Zimbabwe tour of Sri Lanka,Pallekele International Cricket Stadium,male,ODI,Sri Lanka,,5,LD Chandimal,Zimbabwe,bat,Zimbabwe,296,9,50,Sri Lanka,300,5,48.3,297,50,1294969.json
1/18/2022,Zimbabwe tour of Sri Lanka,Pallekele International Cricket Stadium,male,ODI,Zimbabwe,22,,CR Ervine,Zimbabwe,bat,Zimbabwe,302,8,50,Sri Lanka,280,9,50,303,50,1294970.json
1/19/2022,India tour of South Africa,Boland Park,male,ODI,South Africa,31,,HE van der Dussen,South Africa,bat,South Africa,296,4,50,India,265,8,50,297,50,1277082.json
1/21/2022,India tour of South Africa,Boland Park,male,ODI,South Africa,,7,Q de Kock,India,bat,India,287,6,50,South Africa,288,3,48.1,288,50,1277083.json
1/21/2022,Zimbabwe tour of Sri Lanka,Pallekele International Cricket Stadium,male,ODI,Sri Lanka,184,,KIC Asalanka,Sri Lanka,bat,Sri Lanka,254,9,50,Zimbabwe,70,10,24.4,255,50,1294971.json
1/23/2022,India tour of South Africa,Newlands,male,ODI,South Africa,4,,Q de Kock,India,field,South Africa,287,10,49.5,India,283,10,49.2,288,50,1277084.json
1/28/2022,West Indies Women tour of South Africa,The Wanderers Stadium,female,ODI,,,,,South Africa,field,West Indies,234,4,45.3,South Africa,87,5,17.4,204,29,1277092.json
1/31/2022,West Indies Women tour of South Africa,The Wanderers Stadium,female,ODI,,,,CA Henry,West Indies,field,South Africa,160,10,40.4,West Indies,160,10,37.4,161,41,1277093.json
2/3/2022,Women's Ashes,Manuka Oval,female,ODI,Australia,27,,BL Mooney,England,field,Australia,205,9,50,England,178,10,45,206,50,1263575.json
2/3/2022,West Indies Women tour of South Africa,The Wanderers Stadium,female,ODI,South Africa,96,,L Wolvaardt,South Africa,bat,South Africa,299,8,49.5,West Indies,203,10,44.4,300,50,1277094.json
2/5/2022,ICC Men's Cricket World Cup League 2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),male,ODI,United Arab Emirates,,4,Chirag Suri,United Arab Emirates,field,Oman,307,9,50,United Arab Emirates,308,6,49,308,50,1299586.json
2/6/2022,Women's Ashes,Junction Oval,female,ODI,Australia,,5,EA Perry,Australia,field,England,129,10,45.2,Australia,131,5,35.2,130,50,1263576.json
2/6/2022,West Indies Women tour of South Africa,The Wanderers Stadium,female,ODI,South Africa,,6,S Ismail,West Indies,bat,West Indies,174,10,49.2,South Africa,175,4,39.5,175,50,1277095.json
2/6/2022,West Indies tour of India,Narendra Modi Stadium,male,ODI,India,,6,YS Chahal,India,field,West Indies,176,10,43.5,India,178,4,28,177,50,1278676.json
2/6/2022,ICC Men's Cricket World Cup League 2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),male,ODI,United Arab Emirates,,4,,United Arab Emirates,field,Oman,195,10,47.2,United Arab Emirates,196,6,45.3,196,50,1299587.json
2/8/2022,Women's Ashes,Junction Oval,female,ODI,Australia,,8,A Sutherland,England,bat,England,163,10,49.3,Australia,164,2,36.2,164,50,1263577.json
2/8/2022,ICC Men's Cricket World Cup League 2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),male,ODI,,,,Kashif Daud,United Arab Emirates,field,Oman,214,10,49.3,United Arab Emirates,214,10,50,215,50,1299588.json
2/9/2022,West Indies tour of India,Narendra Modi Stadium,male,ODI,India,44,,M Prasidh Krishna,West Indies,field,India,237,9,50,West Indies,193,10,46,238,50,1278677.json
2/11/2022,West Indies tour of India,Narendra Modi Stadium,male,ODI,India,96,,SS Iyer,India,bat,India,265,10,50,West Indies,169,10,37.1,266,50,1278678.json
2/12/2022,India Women tour of New Zealand,John Davies Oval,female,ODI,New Zealand,62,,SW Bates,India,field,New Zealand,275,10,48.1,India,213,10,49.4,276,50,1289032.json
2/15/2022,India Women tour of New Zealand,John Davies Oval,female,ODI,New Zealand,,3,AC Kerr,India,bat,India,270,6,50,New Zealand,273,7,49,271,50,1289033.json
2/18/2022,India Women tour of New Zealand,John Davies Oval,female,ODI,New Zealand,,3,LR Down,New Zealand,field,India,279,10,49.3,New Zealand,280,7,49.1,280,50,1289034.json
2/22/2022,India Women tour of New Zealand,John Davies Oval,female,ODI,New Zealand,63,,AC Kerr,India,field,New Zealand,191,5,20,India,128,10,17.5,192,20,1289035.json
2/24/2022,India Women tour of New Zealand,John Davies Oval,female,ODI,India,,6,S Mandhana,New Zealand,bat,New Zealand,251,9,50,India,252,4,46,252,50,1289036.json
3/4/2022,ICC Women's World Cup,Bay Oval,female,ODI,West Indies,3,,HK Matthews,New Zealand,field,West Indies,259,9,50,New Zealand,256,10,49.5,260,50,1243908.json
3/5/2022,ICC Women's World Cup,University Oval,female,ODI,South Africa,32,,A Khaka,Bangladesh,field,South Africa,207,10,49.5,Bangladesh,175,10,49.3,208,50,1243909.json
3/5/2022,ICC Women's World Cup,Seddon Park,female,ODI,Australia,12,,RL Haynes,England,field,Australia,310,3,50,England,298,8,50,311,50,1243910.json
3/5/2022,ICC Men's Cricket World Cup League 2,ICC Academy,male,ODI,Oman,12,,Bilal Khan,United Arab Emirates,field,Oman,225,7,50,United Arab Emirates,213,10,48.5,226,50,1302616.json
3/6/2022,ICC Women's World Cup,Bay Oval,female,ODI,India,107,,P Vastrakar,India,bat,India,244,7,50,Pakistan,137,10,43,245,50,1243911.json
3/6/2022,ICC Men's Cricket World Cup League 2,ICC Academy,male,ODI,Namibia,110,,MG Erasmus,Namibia,bat,Namibia,226,10,49.5,Oman,116,10,42.1,227,50,1302617.json
3/7/2022,ICC Women's World Cup,University Oval,female,ODI,New Zealand,,9,SW Bates,New Zealand,field,Bangladesh,140,8,27,New Zealand,144,1,20,141,27,1243912.json
3/8/2022,ICC Women's World Cup,Bay Oval,female,ODI,Australia,,7,AJ Healy,Australia,field,Pakistan,190,6,50,Australia,193,3,34.4,191,50,1243913.json
3/8/2022,ICC Men's Cricket World Cup League 2,ICC Academy,male,ODI,United Arab Emirates,,3,Kashif Daud,United Arab Emirates,field,Namibia,206,8,50,United Arab Emirates,207,7,47.1,207,50,1302618.json
3/9/2022,ICC Women's World Cup,University Oval,female,ODI,West Indies,7,,SA Campbelle,West Indies,bat,West Indies,225,6,50,England,218,10,47.4,226,50,1243914.json
3/9/2022,ICC Men's Cricket World Cup League 2,ICC Academy,male,ODI,Oman,8,,Khawar Ali,Oman,bat,Oman,221,7,50,United Arab Emirates,213,10,48.3,222,50,1302619.json
3/10/2022,ICC Women's World Cup,Seddon Park,female,ODI,New Zealand,62,,AE Satterthwaite,India,field,New Zealand,260,9,50,India,198,10,46.4,261,50,1243915.json
3/11/2022,ICC Women's World Cup,Bay Oval,female,ODI,South Africa,6,,S Ismail,Pakistan,field,South Africa,223,9,50.1,Pakistan,217,10,49.5,224,50,1243916.json
3/11/2022,ICC Men's Cricket World Cup League 2,Sharjah Cricket Stadium,male,ODI,Oman,,7,Shoaib Khan,Namibia,bat,Namibia,275,8,50,Oman,276,3,46.1,276,50,1302620.json
3/12/2022,ICC Women's World Cup,Seddon Park,female,ODI,India,155,,S Mandhana,India,bat,India,317,8,50,West Indies,162,10,40.3,318,50,1243917.json
3/12/2022,ICC Men's Cricket World Cup League 2,Sharjah Cricket Stadium,male,ODI,United Arab Emirates,43,,V Aravind,Namibia,field,United Arab Emirates,348,3,50,Namibia,305,9,50,349,50,1302621.json
3/13/2022,ICC Women's World Cup,Basin Reserve,female,ODI,Australia,141,,EA Perry,New Zealand,field,Australia,269,8,50,New Zealand,128,10,30.2,270,50,1243918.json
3/14/2022,ICC Women's World Cup,Bay Oval,female,ODI,South Africa,,3,M Kapp,South Africa,field,England,235,9,50,South Africa,236,7,49.2,236,50,1243919.json
3/14/2022,ICC Women's World Cup,Seddon Park,female,ODI,Bangladesh,9,,Fahima Khatun,Pakistan,field,Bangladesh,234,7,50,Pakistan,225,9,50,235,50,1243920.json
3/14/2022,ICC Men's Cricket World Cup League 2,Dubai International Cricket Stadium,male,ODI,Namibia,,5,JN Loftie-Eaton,Oman,bat,Oman,265,5,50,Namibia,266,5,47.3,266,50,1302622.json
3/15/2022,ICC Women's World Cup,Basin Reserve,female,ODI,Australia,,7,EA Perry,West Indies,bat,West Indies,131,10,45.5,Australia,132,3,30.2,132,50,1243921.json
3/15/2022,ICC Men's Cricket World Cup League 2,Sharjah Cricket Stadium,male,ODI,United Arab Emirates,,7,Basil Hameed,Papua New Guinea,bat,Papua New Guinea,176,8,50,United Arab Emirates,179,3,44.3,177,50,1302623.json
3/16/2022,ICC Women's World Cup,Bay Oval,female,ODI,England,,4,CE Dean,England,field,India,134,10,36.2,England,136,6,31.2,135,50,1243922.json
3/16/2022,ICC Men's Cricket World Cup League 2,Sharjah Cricket Stadium,male,ODI,Nepal,,2,RK Paudel,Papua New Guinea,bat,Papua New Guinea,204,8,50,Nepal,208,8,49.2,205,50,1302624.json
3/17/2022,ICC Women's World Cup,Seddon Park,female,ODI,South Africa,,2,M Kapp,New Zealand,bat,New Zealand,228,10,47.5,South Africa,229,8,49.3,229,50,1243923.json
3/18/2022,ICC Women's World Cup,Bay Oval,female,ODI,West Indies,4,,HK Matthews,Bangladesh,field,West Indies,140,9,50,Bangladesh,136,10,49.3,141,50,1243924.json
3/18/2022,Bangladesh tour of South Africa,SuperSport Park,male,ODI,Bangladesh,38,,Shakib Al Hasan,South Africa,field,Bangladesh,314,7,50,South Africa,276,10,48.5,315,50,1277097.json
3/18/2022,ICC Men's Cricket World Cup League 2,Dubai International Cricket Stadium,male,ODI,United Arab Emirates,48,,Rohan Mustafa,United Arab Emirates,bat,United Arab Emirates,168,10,46.3,Nepal,120,10,35.1,169,50,1302625.json
3/19/2022,ICC Women's World Cup,Eden Park,female,ODI,Australia,,6,MM Lanning,Australia,field,India,277,7,50,Australia,280,4,49.4,278,50,1243925.json
3/19/2022,ICC Men's Cricket World Cup League 2,Dubai International Cricket Stadium,male,ODI,Papua New Guinea,,6,A Nao,United Arab Emirates,bat,United Arab Emirates,147,10,50,Papua New Guinea,150,4,36.2,148,50,1302626.json
3/20/2022,ICC Women's World Cup,Eden Park,female,ODI,England,,1,NR Sciver,England,field,New Zealand,203,10,48.5,England,204,9,47.2,204,50,1243926.json
3/20/2022,Bangladesh tour of South Africa,The Wanderers Stadium,male,ODI,South Africa,,7,K Rabada,Bangladesh,bat,Bangladesh,194,9,50,South Africa,195,3,37.2,195,50,1277098.json
3/21/2022,ICC Women's World Cup,Seddon Park,female,ODI,Pakistan,,8,Nida Dar,Pakistan,field,West Indies,89,7,20,Pakistan,90,2,18.5,90,20,1243927.json
3/21/2022,ICC Men's Cricket World Cup League 2,Dubai International Cricket Stadium,male,ODI,United Arab Emirates,99,,Rohan Mustafa,Nepal,field,United Arab Emirates,202,9,50,Nepal,103,10,35.1,203,50,1302627.json
3/22/2022,ICC Women's World Cup,Basin Reserve,female,ODI,Australia,,5,MM Lanning,Australia,field,South Africa,271,5,50,Australia,272,5,45.2,272,50,1243928.json
3/22/2022,ICC Women's World Cup,Seddon Park,female,ODI,India,110,,YH Bhatia,India,bat,India,229,7,50,Bangladesh,119,10,40.3,230,50,1243929.json
3/22/2022,ICC Men's Cricket World Cup League 2,Dubai International Cricket Stadium,male,ODI,Nepal,,7,Aarif Sheikh,Nepal,field,Papua New Guinea,173,8,50,Nepal,174,3,37,174,50,1302628.json
3/23/2022,Bangladesh tour of South Africa,SuperSport Park,male,ODI,Bangladesh,,9,Taskin Ahmed,South Africa,bat,South Africa,154,10,37,Bangladesh,156,1,26.3,155,50,1277099.json
3/24/2022,ICC Women's World Cup,Basin Reserve,female,ODI,,,,,West Indies,field,South Africa,61,4,10.5,,,,,,,1243930.json
3/24/2022,ICC Women's World Cup,Hagley Oval,female,ODI,England,,9,DN Wyatt,England,field,Pakistan,105,10,41.3,England,107,1,19.2,106,50,1243931.json
3/25/2022,ICC Women's World Cup,Basin Reserve,female,ODI,Australia,,5,BL Mooney,Australia,field,Bangladesh,135,6,43,Australia,136,5,32.1,136,43,1243932.json
3/25/2022,Papua New Guinea tour of Nepal,Tribhuvan University International Cricket Ground,male,ODI,Papua New Guinea,6,,CJA Amini,Nepal,field,Papua New Guinea,292,8,50,Nepal,286,8,50,293,50,1305496.json
3/26/2022,ICC Women's World Cup,Hagley Oval,female,ODI,New Zealand,71,,SW Bates,Pakistan,field,New Zealand,265,8,50,Pakistan,194,9,50,266,50,1243933.json
3/26/2022,Papua New Guinea tour of Nepal,Tribhuvan University International Cricket Ground,male,ODI,Papua New Guinea,,3,L Siaka,Nepal,bat,Nepal,278,8,50,Papua New Guinea,283,7,48.4,279,50,1305497.json
3/27/2022,ICC Women's World Cup,Basin Reserve,female,ODI,England,100,,SIR Dunkley,England,bat,England,234,6,50,Bangladesh,134,10,48,235,50,1243934.json
3/27/2022,ICC Women's World Cup,Hagley Oval,female,ODI,South Africa,,3,M du Preez,India,bat,India,274,7,50,South Africa,275,7,50,275,50,1243935.json
3/29/2022,Australia tour of Pakistan,Gaddafi Stadium,male,ODI,Australia,88,,TM Head,Pakistan,field,Australia,313,7,50,Pakistan,225,10,45.2,314,50,1288313.json
3/29/2022,Netherlands tour of New Zealand,Bay Oval,male,ODI,New Zealand,,7,WA Young,Netherlands,bat,Netherlands,202,10,49.4,New Zealand,204,3,38.3,203,50,1288987.json
3/30/2022,ICC Women's World Cup,Basin Reserve,female,ODI,Australia,157,,AJ Healy,West Indies,field,Australia,305,3,45,West Indies,148,8,37,306,45,1243936.json
3/31/2022,ICC Women's World Cup,Hagley Oval,female,ODI,England,137,,DN Wyatt,South Africa,field,England,293,8,50,South Africa,156,10,38,294,50,1243937.json
3/31/2022,Australia tour of Pakistan,Gaddafi Stadium,male,ODI,Pakistan,,6,Babar Azam,Pakistan,field,Australia,348,8,50,Pakistan,349,4,49,349,50,1288314.json
4/2/2022,Australia tour of Pakistan,Gaddafi Stadium,male,ODI,Pakistan,,9,Babar Azam,Pakistan,field,Australia,210,10,41.5,Pakistan,214,1,37.5,211,50,1288315.json
4/2/2022,Netherlands tour of New Zealand,Seddon Park,male,ODI,New Zealand,118,,TWM Latham,Netherlands,field,New Zealand,264,9,50,Netherlands,146,10,34.1,265,50,1288988.json
4/3/2022,ICC Women's World Cup,Hagley Oval,female,ODI,Australia,71,,AJ Healy,England,field,Australia,356,5,50,England,285,10,43.4,357,50,1243938.json
4/4/2022,Netherlands tour of New Zealand,Seddon Park,male,ODI,New Zealand,115,,WA Young,New Zealand,bat,New Zealand,333,8,50,Netherlands,218,10,42.3,334,50,1288989.json
4/9/2022,ICC Men's Cricket World Cup League 2,Dubai International Cricket Stadium,male,ODI,Scotland,162,,,Papua New Guinea,field,Scotland,284,3,50,Papua New Guinea,122,10,36,285,50,1308244.json
4/10/2022,ICC Men's Cricket World Cup League 2,Dubai International Cricket Stadium,male,ODI,Scotland,4,,A Neill,Scotland,bat,Scotland,215,10,49.4,Oman,211,10,49.4,216,50,1308245.json
4/12/2022,ICC Men's Cricket World Cup League 2,Dubai International Cricket Stadium,male,ODI,Oman,,7,Jatinder Singh,Papua New Guinea,bat,Papua New Guinea,224,9,50,Oman,227,3,44.1,225,50,1308246.json
4/13/2022,ICC Men's Cricket World Cup League 2,Dubai International Cricket Stadium,male,ODI,Scotland,123,,GT Main,Scotland,bat,Scotland,287,5,50,Papua New Guinea,164,10,36.2,288,50,1308247.json
4/15/2022,ICC Men's Cricket World Cup League 2,Dubai International Cricket Stadium,male,ODI,Scotland,,2,MRJ Watt,Oman,bat,Oman,225,7,50,Scotland,226,8,49.5,226,50,1308248.json
4/16/2022,ICC Men's Cricket World Cup League 2,Dubai International Cricket Stadium,male,ODI,Oman,85,,Bilal Khan,Oman,bat,Oman,277,8,50,Papua New Guinea,192,10,44.3,278,50,1308249.json
5/28/2022,ICC Men's Cricket World Cup League 2,Choice Moosa Stadium,male,ODI,United States of America,104,,SN Netravalkar,United States of America,bat,United States of America,310,5,50,Scotland,206,10,46.1,311,50,1312798.json
5/29/2022,ICC Men's Cricket World Cup League 2,Choice Moosa Stadium,male,ODI,Scotland,111,,RD Berrington,Scotland,bat,Scotland,300,7,50,United States of America,189,10,42.4,301,50,1312799.json
